Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
5420	chr2	201288271	201357398	-	chr2:201357398	chr2:201288271-201357398	ENSG00000155749	protein_coding	FLACC1
5421	chr2	201377207	201451500	-	chr2:201451500	chr2:201377207-201451500	ENSG00000115993	protein_coding	TRAK2
5422	chr2	201387858	201480846	+	chr2:201387858	chr2:201387858-201480846	ENSG00000082146	protein_coding	STRADB
5423	chr2	201487421	201619178	-	chr2:201619178	chr2:201487421-201619178	ENSG00000155754	protein_coding	C2CD6
5424	chr2	201620184	201643570	-	chr2:201643570	chr2:201620184-201643570	ENSG00000155755	protein_coding	TMEM237
5425	chr2	201643398	201645990	+	chr2:201643398	chr2:201643398-201645990	ENSG00000287133	lncRNA	AC007279.2
5426	chr2	201644870	201698694	-	chr2:201698694	chr2:201644870-201698694	ENSG00000082126	protein_coding	MPP4
5427	chr2	201700267	201780956	-	chr2:201780956	chr2:201700267-201780956	ENSG00000003393	protein_coding	ALS2
5428	chr2	201790461	201895550	+	chr2:201790461	chr2:201790461-201895550	ENSG00000138395	protein_coding	CDK15
5429	chr2	202032770	202033537	-	chr2:202033537	chr2:202032770-202033537	ENSG00000273209	lncRNA	AC069148.1
5430	chr2	202034587	202038445	+	chr2:202034587	chr2:202034587-202038445	ENSG00000155760	protein_coding	FZD7
5431	chr2	202073255	202205188	+	chr2:202073255	chr2:202073255-202205188	ENSG00000182329	protein_coding	KIAA2012
5432	chr2	202075410	202117062	-	chr2:202117062	chr2:202075410-202117062	ENSG00000222035	lncRNA	KIAA2012-AS1
5433	chr2	202137570	202149627	-	chr2:202149627	chr2:202137570-202149627	ENSG00000287041	lncRNA	AC079354.3
5434	chr2	202178660	202179391	-	chr2:202179391	chr2:202178660-202179391	ENSG00000231903	lncRNA	AC079354.2
5435	chr2	202206180	202238608	-	chr2:202238608	chr2:202206180-202238608	ENSG00000116030	protein_coding	SUMO1
5436	chr2	202265736	202303661	+	chr2:202265736	chr2:202265736-202303661	ENSG00000055044	protein_coding	NOP58
5437	chr2	202302122	202303614	-	chr2:202303614	chr2:202302122-202303614	ENSG00000286223	lncRNA	AC064836.4
5438	chr2	202336739	202337200	+	chr2:202336739	chr2:202336739-202337200	ENSG00000272966	lncRNA	AC064836.2
5439	chr2	202374932	202375604	-	chr2:202375604	chr2:202374932-202375604	ENSG00000273456	lncRNA	AC064836.3
5440	chr2	202376327	202567751	+	chr2:202376327	chr2:202376327-202567751	ENSG00000204217	protein_coding	BMPR2
5441	chr2	202634969	202769757	+	chr2:202634969	chr2:202634969-202769757	ENSG00000138439	protein_coding	FAM117B
5442	chr2	202773150	202871985	-	chr2:202871985	chr2:202773150-202871985	ENSG00000163596	protein_coding	ICA1L
5443	chr2	202874782	203014798	-	chr2:203014798	chr2:202874782-203014798	ENSG00000138442	protein_coding	WDR12
5444	chr2	202912214	202988263	+	chr2:202912214	chr2:202912214-202988263	ENSG00000138380	protein_coding	CARF
5445	chr2	203014879	203226378	+	chr2:203014879	chr2:203014879-203226378	ENSG00000144426	protein_coding	NBEAL1
5446	chr2	203238940	203305611	+	chr2:203238940	chr2:203238940-203305611	ENSG00000119004	protein_coding	CYP20A1
5447	chr2	203328239	203447728	+	chr2:203328239	chr2:203328239-203447728	ENSG00000138443	protein_coding	ABI2
5448	chr2	203328459	203329226	-	chr2:203329226	chr2:203328459-203329226	ENSG00000256458	lncRNA	AC080075.1
5449	chr2	203394345	203535335	-	chr2:203535335	chr2:203394345-203535335	ENSG00000173166	protein_coding	RAPH1
5450	chr2	203706475	203738912	+	chr2:203706475	chr2:203706475-203738912	ENSG00000178562	protein_coding	CD28
5451	chr2	203867771	203873965	+	chr2:203867771	chr2:203867771-203873965	ENSG00000163599	protein_coding	CTLA4
5452	chr2	203936748	203961577	+	chr2:203936748	chr2:203936748-203961577	ENSG00000163600	protein_coding	ICOS
5453	chr2	204090457	204109849	+	chr2:204090457	chr2:204090457-204109849	ENSG00000234714	lncRNA	AC009965.1
5454	chr2	204219984	204234985	-	chr2:204234985	chr2:204219984-204234985	ENSG00000237271	lncRNA	AC009498.1
5455	chr2	204470076	204473837	-	chr2:204473837	chr2:204470076-204473837	ENSG00000236634	lncRNA	AC016903.1
5456	chr2	204473834	204507672	+	chr2:204473834	chr2:204473834-204507672	ENSG00000237843	lncRNA	AC016903.2
5457	chr2	204545475	205620162	+	chr2:204545475	chr2:204545475-205620162	ENSG00000116117	protein_coding	PARD3B
5458	chr2	204668863	204678698	-	chr2:204678698	chr2:204668863-204678698	ENSG00000287524	lncRNA	AC007736.1
5459	chr2	205681990	205798133	+	chr2:205681990	chr2:205681990-205798133	ENSG00000118257	protein_coding	NRP2
5460	chr2	205756469	205764006	-	chr2:205764006	chr2:205756469-205764006	ENSG00000225216	lncRNA	AC007362.1
5461	chr2	205989585	206000858	+	chr2:205989585	chr2:205989585-206000858	ENSG00000225610	lncRNA	AC007679.1
5462	chr2	205993721	206086303	-	chr2:206086303	chr2:205993721-206086303	ENSG00000114933	protein_coding	INO80D
5463	chr2	206084605	206086564	+	chr2:206084605	chr2:206084605-206086564	ENSG00000227946	lncRNA	AC007383.2
5464	chr2	206114817	206159509	-	chr2:206159509	chr2:206114817-206159509	ENSG00000023228	protein_coding	NDUFS1
5465	chr2	206115547	206122323	+	chr2:206115547	chr2:206115547-206122323	ENSG00000231955	lncRNA	AC007383.3
5466	chr2	206159585	206162928	+	chr2:206159585	chr2:206159585-206162928	ENSG00000114942	protein_coding	EEF1B2
5467	chr2	206175316	206218047	-	chr2:206218047	chr2:206175316-206218047	ENSG00000183671	protein_coding	GPR1
5468	chr2	206203543	206265326	+	chr2:206203543	chr2:206203543-206265326	ENSG00000279220	lncRNA	GPR1-AS
5469	chr2	206274663	206314427	+	chr2:206274663	chr2:206274663-206314427	ENSG00000204186	protein_coding	ZDBF2
5470	chr2	206443532	206621127	+	chr2:206443532	chr2:206443532-206621127	ENSG00000114948	protein_coding	ADAM23
5471	chr2	206606497	206609812	-	chr2:206609812	chr2:206606497-206609812	ENSG00000228577	lncRNA	AC010731.2
5472	chr2	206640073	206641282	+	chr2:206640073	chr2:206640073-206641282	ENSG00000231653	lncRNA	AC010731.3
5473	chr2	206642412	206649011	+	chr2:206642412	chr2:206642412-206649011	ENSG00000235118	protein_coding	FAM237A
5474	chr2	206651621	206718396	-	chr2:206718396	chr2:206651621-206718396	ENSG00000232125	protein_coding	DYTN
5475	chr2	206737763	206765328	-	chr2:206765328	chr2:206737763-206765328	ENSG00000138400	protein_coding	MDH1B
5476	chr2	206765357	206796189	+	chr2:206765357	chr2:206765357-206796189	ENSG00000118246	protein_coding	FASTKD2
5477	chr2	206798325	206926876	+	chr2:206798325	chr2:206798325-206926876	ENSG00000229321	lncRNA	AC008269.1
5478	chr2	206821190	206822294	-	chr2:206822294	chr2:206821190-206822294	ENSG00000260171	lncRNA	AC008269.2
5479	chr2	206939518	206969474	+	chr2:206939518	chr2:206939518-206969474	ENSG00000144410	protein_coding	CPO
5480	chr2	207074137	207167267	-	chr2:207167267	chr2:207074137-207167267	ENSG00000118263	protein_coding	KLF7
5481	chr2	207120884	207122044	-	chr2:207122044	chr2:207120884-207122044	ENSG00000237892	lncRNA	KLF7-IT1
5482	chr2	207166120	207248668	+	chr2:207166120	chr2:207166120-207248668	ENSG00000229647	lncRNA	MYOSLID
5483	chr2	207173634	207222790	+	chr2:207173634	chr2:207173634-207222790	ENSG00000224342	lncRNA	AC007879.1
5484	chr2	207186717	207236066	-	chr2:207236066	chr2:207186717-207236066	ENSG00000234902	lncRNA	AC007879.3
5485	chr2	207217532	207219145	+	chr2:207217532	chr2:207217532-207219145	ENSG00000286568	lncRNA	AC007879.5
5486	chr2	207226949	207228308	+	chr2:207226949	chr2:207226949-207228308	ENSG00000225916	lncRNA	AC007879.2
5487	chr2	207235299	207237875	-	chr2:207237875	chr2:207235299-207237875	ENSG00000240440	lncRNA	AC007879.4
5488	chr2	207239864	207529795	-	chr2:207529795	chr2:207239864-207529795	ENSG00000223725	lncRNA	AC009226.1
5489	chr2	207260445	207270690	+	chr2:207260445	chr2:207260445-207270690	ENSG00000225064	lncRNA	LINC01802
5490	chr2	207529737	207605988	+	chr2:207529737	chr2:207529737-207605988	ENSG00000118260	protein_coding	CREB1
5491	chr2	207580631	207625928	-	chr2:207625928	chr2:207580631-207625928	ENSG00000144401	protein_coding	METTL21A
5492	chr2	207662375	207667024	+	chr2:207662375	chr2:207662375-207667024	ENSG00000224137	lncRNA	LINC01857
5493	chr2	207711540	207761839	+	chr2:207711540	chr2:207711540-207761839	ENSG00000163249	protein_coding	CCNYL1
5494	chr2	207753872	207754435	-	chr2:207754435	chr2:207753872-207754435	ENSG00000272851	lncRNA	AC096772.1
5495	chr2	207762598	207769906	-	chr2:207769906	chr2:207762598-207769906	ENSG00000163251	protein_coding	FZD5
5496	chr2	207821288	208025527	-	chr2:208025527	chr2:207821288-208025527	ENSG00000178385	protein_coding	PLEKHM3
5497	chr2	207868582	207869915	-	chr2:207869915	chr2:207868582-207869915	ENSG00000225111	lncRNA	AC083900.1
5498	chr2	208121607	208124524	-	chr2:208124524	chr2:208121607-208124524	ENSG00000118231	protein_coding	CRYGD
5499	chr2	208128137	208129828	-	chr2:208129828	chr2:208128137-208129828	ENSG00000163254	protein_coding	CRYGC
5500	chr2	208142573	208146158	-	chr2:208146158	chr2:208142573-208146158	ENSG00000182187	protein_coding	CRYGB
5501	chr2	208160740	208163589	-	chr2:208163589	chr2:208160740-208163589	ENSG00000168582	protein_coding	CRYGA
5502	chr2	208165343	208190030	-	chr2:208190030	chr2:208165343-208190030	ENSG00000188674	protein_coding	C2orf80
5503	chr2	208236227	208266074	-	chr2:208266074	chr2:208236227-208266074	ENSG00000138413	protein_coding	IDH1
5504	chr2	208255247	208256181	+	chr2:208255247	chr2:208255247-208256181	ENSG00000231908	lncRNA	IDH1-AS1
5505	chr2	208266255	208358746	+	chr2:208266255	chr2:208266255-208358746	ENSG00000115020	protein_coding	PIKFYVE
5506	chr2	208359714	208854503	+	chr2:208359714	chr2:208359714-208854503	ENSG00000144407	protein_coding	PTH2R
5507	chr2	208469850	208540413	+	chr2:208469850	chr2:208469850-208540413	ENSG00000231896	lncRNA	AC019185.2
5508	chr2	208885755	208888143	+	chr2:208885755	chr2:208885755-208888143	ENSG00000287662	lncRNA	AC109824.1
5509	chr2	209353977	209387322	-	chr2:209387322	chr2:209353977-209387322	ENSG00000286249	lncRNA	AC016743.1
5510	chr2	209424058	209734118	+	chr2:209424058	chr2:209424058-209734118	ENSG00000078018	protein_coding	MAP2
5511	chr2	209771993	209999300	+	chr2:209771993	chr2:209771993-209999300	ENSG00000144406	protein_coding	UNC80
5512	chr2	210002565	210022260	+	chr2:210002565	chr2:210002565-210022260	ENSG00000197713	protein_coding	RPE
5513	chr2	210021421	210171409	-	chr2:210171409	chr2:210021421-210171409	ENSG00000144445	protein_coding	KANSL1L
5514	chr2	210028417	210029156	+	chr2:210028417	chr2:210028417-210029156	ENSG00000272807	lncRNA	AC007038.2
5515	chr2	210030572	210064356	+	chr2:210030572	chr2:210030572-210064356	ENSG00000229127	lncRNA	AC007038.1
5516	chr2	210171518	210233976	+	chr2:210171518	chr2:210171518-210233976	ENSG00000279317	lncRNA	AC006994.2
5517	chr2	210187126	210225447	-	chr2:210225447	chr2:210187126-210225447	ENSG00000115361	protein_coding	ACADL
5518	chr2	210290150	210315174	-	chr2:210315174	chr2:210290150-210315174	ENSG00000168530	protein_coding	MYL1
5519	chr2	210324759	210469246	+	chr2:210324759	chr2:210324759-210469246	ENSG00000234281	lncRNA	LANCL1-AS1
5520	chr2	210431249	210477652	-	chr2:210477652	chr2:210431249-210477652	ENSG00000115365	protein_coding	LANCL1
5521	chr2	210477682	210679107	+	chr2:210477682	chr2:210477682-210679107	ENSG00000021826	protein_coding	CPS1
5522	chr2	210617571	210619876	+	chr2:210617571	chr2:210617571-210619876	ENSG00000280837	lncRNA	CPS1-IT1
5523	chr2	211375717	212538841	-	chr2:212538841	chr2:211375717-212538841	ENSG00000178568	protein_coding	ERBB4
5524	chr2	212581357	213021545	-	chr2:213021545	chr2:212581357-213021545	ENSG00000273118	lncRNA	AC093865.1
5525	chr2	212795300	212819264	+	chr2:212795300	chr2:212795300-212819264	ENSG00000234308	lncRNA	LINC01878
5526	chr2	212911003	212919809	+	chr2:212911003	chr2:212911003-212919809	ENSG00000223373	lncRNA	AC108066.1
5527	chr2	212932894	212937520	-	chr2:212937520	chr2:212932894-212937520	ENSG00000286965	lncRNA	AC108066.2
5528	chr2	212999691	213152427	-	chr2:213152427	chr2:212999691-213152427	ENSG00000030419	protein_coding	IKZF2
5529	chr2	213152970	213153659	+	chr2:213152970	chr2:213152970-213153659	ENSG00000270659	lncRNA	AC079610.1
5530	chr2	213155806	213167712	-	chr2:213167712	chr2:213155806-213167712	ENSG00000236193	lncRNA	LINC01953
5531	chr2	213266995	213276152	-	chr2:213276152	chr2:213266995-213276152	ENSG00000272519	lncRNA	AC079610.2
5532	chr2	213276552	213284205	-	chr2:213284205	chr2:213276552-213284205	ENSG00000196096	lncRNA	SPAG16-DT
5533	chr2	213284379	214410501	+	chr2:213284379	chr2:213284379-214410501	ENSG00000144451	protein_coding	SPAG16
5534	chr2	214241676	214684246	-	chr2:214684246	chr2:214241676-214684246	ENSG00000197585	lncRNA	AC068051.1
5535	chr2	214411054	214578976	+	chr2:214411054	chr2:214411054-214578976	ENSG00000174453	protein_coding	VWC2L
5536	chr2	214510196	214536890	+	chr2:214510196	chr2:214510196-214536890	ENSG00000224257	lncRNA	VWC2L-IT1
5537	chr2	214725646	214809683	-	chr2:214809683	chr2:214725646-214809683	ENSG00000138376	protein_coding	BARD1
5538	chr2	214810181	214963575	+	chr2:214810181	chr2:214810181-214963575	ENSG00000229267	lncRNA	SNHG31
5539	chr2	214931542	215138626	-	chr2:215138626	chr2:214931542-215138626	ENSG00000144452	protein_coding	ABCA12
5540	chr2	215004782	215085488	+	chr2:215004782	chr2:215004782-215085488	ENSG00000227769	lncRNA	AC072062.1
5541	chr2	215178791	215310947	-	chr2:215310947	chr2:215178791-215310947	ENSG00000286836	lncRNA	AC092844.1
5542	chr2	215274992	215277947	+	chr2:215274992	chr2:215274992-215277947	ENSG00000237571	lncRNA	AC073284.1
5543	chr2	215311956	215349773	+	chr2:215311956	chr2:215311956-215349773	ENSG00000138363	protein_coding	ATIC
5544	chr2	215360440	215436073	-	chr2:215436073	chr2:215360440-215436073	ENSG00000115414	protein_coding	FN1
5545	chr2	215436253	215436992	+	chr2:215436253	chr2:215436253-215436992	ENSG00000230695	lncRNA	AC012462.3
5546	chr2	215453688	215486639	+	chr2:215453688	chr2:215453688-215486639	ENSG00000225166	lncRNA	AC012462.1
5547	chr2	215476667	215480248	+	chr2:215476667	chr2:215476667-215480248	ENSG00000228618	lncRNA	AC012462.2
5548	chr2	215530447	215545526	-	chr2:215545526	chr2:215530447-215545526	ENSG00000234938	lncRNA	AC012668.2
5549	chr2	215533133	215713895	+	chr2:215533133	chr2:215533133-215713895	ENSG00000237525	lncRNA	AC012668.3
5550	chr2	215579407	215582635	-	chr2:215582635	chr2:215579407-215582635	ENSG00000227981	lncRNA	AC012668.1
5551	chr2	215611563	215848954	-	chr2:215848954	chr2:215611563-215848954	ENSG00000235770	lncRNA	LINC00607
5552	chr2	215718043	215719424	+	chr2:215718043	chr2:215718043-215719424	ENSG00000230838	lncRNA	LINC01614
5553	chr2	215869923	215870518	+	chr2:215869923	chr2:215869923-215870518	ENSG00000227824	lncRNA	AC122136.1
5554	chr2	215939308	215941719	-	chr2:215941719	chr2:215939308-215941719	ENSG00000226276	lncRNA	AC093382.1
5555	chr2	215942584	216034096	-	chr2:216034096	chr2:215942584-216034096	ENSG00000118242	protein_coding	MREG
5556	chr2	215996329	216082955	-	chr2:216082955	chr2:215996329-216082955	ENSG00000115425	protein_coding	PECR
5557	chr2	216081866	216102783	+	chr2:216081866	chr2:216081866-216102783	ENSG00000163449	protein_coding	TMEM169
5558	chr2	216107464	216206303	+	chr2:216107464	chr2:216107464-216206303	ENSG00000079246	protein_coding	XRCC5
5559	chr2	216217045	216220192	+	chr2:216217045	chr2:216217045-216220192	ENSG00000260804	lncRNA	LINC01963
5560	chr2	216257865	216372483	-	chr2:216372483	chr2:216257865-216372483	ENSG00000144583	protein_coding	MARCH4
5561	chr2	216259595	216266130	+	chr2:216259595	chr2:216259595-216266130	ENSG00000231092	lncRNA	AC012513.1
5562	chr2	216303325	216321737	+	chr2:216303325	chr2:216303325-216321737	ENSG00000233581	lncRNA	AC069155.1
5563	chr2	216385288	216412696	-	chr2:216412696	chr2:216385288-216412696	ENSG00000235042	lncRNA	AC098820.2
5564	chr2	216412414	216483053	+	chr2:216412414	chr2:216412414-216483053	ENSG00000138375	protein_coding	SMARCAL1
5565	chr2	216479030	216498761	-	chr2:216498761	chr2:216479030-216498761	ENSG00000232485	lncRNA	AC098820.1
5566	chr2	216483032	216487196	-	chr2:216487196	chr2:216483032-216487196	ENSG00000241520	lncRNA	AC098820.3
5567	chr2	216498825	216579180	+	chr2:216498825	chr2:216498825-216579180	ENSG00000197756	protein_coding	RPL37A
5568	chr2	216590426	216606938	-	chr2:216606938	chr2:216590426-216606938	ENSG00000224391	lncRNA	LINC01280
5569	chr2	216594359	216611206	+	chr2:216594359	chr2:216594359-216611206	ENSG00000225794	lncRNA	AC073321.1
5570	chr2	216632828	216664436	+	chr2:216632828	chr2:216632828-216664436	ENSG00000115457	protein_coding	IGFBP2
5571	chr2	216672105	216695549	-	chr2:216695549	chr2:216672105-216695549	ENSG00000115461	protein_coding	IGFBP5
5572	chr2	216694464	216994079	+	chr2:216694464	chr2:216694464-216994079	ENSG00000236886	lncRNA	AC007563.2
5573	chr2	216799608	216805335	+	chr2:216799608	chr2:216799608-216805335	ENSG00000229352	lncRNA	AC007563.1
5574	chr2	216821077	216831910	+	chr2:216821077	chr2:216821077-216831910	ENSG00000286601	lncRNA	AC007563.4
5575	chr2	216854389	216855132	-	chr2:216855132	chr2:216854389-216855132	ENSG00000231597	lncRNA	AC007557.2
5576	chr2	216859458	216860064	-	chr2:216860064	chr2:216859458-216860064	ENSG00000118245	protein_coding	TNP1
5577	chr2	216859948	216871643	+	chr2:216859948	chr2:216859948-216871643	ENSG00000223874	lncRNA	LINC01921
5578	chr2	216866332	216867813	-	chr2:216867813	chr2:216866332-216867813	ENSG00000237479	lncRNA	AC007557.4
5579	chr2	216868012	216869156	+	chr2:216868012	chr2:216868012-216869156	ENSG00000227021	lncRNA	AC007557.1
5580	chr2	216870441	216873932	-	chr2:216873932	chr2:216870441-216873932	ENSG00000236295	lncRNA	AC007557.3
5581	chr2	216995906	216996490	+	chr2:216995906	chr2:216995906-216996490	ENSG00000259855	lncRNA	AC007749.1
5582	chr2	217061067	217064818	-	chr2:217064818	chr2:217061067-217064818	ENSG00000287498	lncRNA	AC007749.2
5583	chr2	217261699	217336120	+	chr2:217261699	chr2:217261699-217336120	ENSG00000233143	lncRNA	DIRC3-AS1
5584	chr2	217284019	217756593	-	chr2:217756593	chr2:217284019-217756593	ENSG00000231672	lncRNA	DIRC3
5585	chr2	217799588	218033982	-	chr2:218033982	chr2:217799588-218033982	ENSG00000079308	protein_coding	TNS1
5586	chr2	217978707	217993747	+	chr2:217978707	chr2:217978707-217993747	ENSG00000223923	lncRNA	AC010136.1
5587	chr2	218034960	218090581	+	chr2:218034960	chr2:218034960-218090581	ENSG00000188282	protein_coding	RUFY4
5588	chr2	218125289	218137251	+	chr2:218125289	chr2:218125289-218137251	ENSG00000180871	protein_coding	CXCR2
5589	chr2	218162841	218166962	-	chr2:218166962	chr2:218162841-218166962	ENSG00000163464	protein_coding	CXCR1
5590	chr2	218217141	218254356	+	chr2:218217141	chr2:218217141-218254356	ENSG00000163466	protein_coding	ARPC2
5591	chr2	218255319	218257366	+	chr2:218255319	chr2:218255319-218257366	ENSG00000261338	lncRNA	AC021016.2
5592	chr2	218259496	218263861	+	chr2:218259496	chr2:218259496-218263861	ENSG00000179921	protein_coding	GPBAR1
5593	chr2	218264123	218270257	-	chr2:218270257	chr2:218264123-218270257	ENSG00000127837	protein_coding	AAMP
5594	chr2	218270392	218346793	+	chr2:218270392	chr2:218270392-218346793	ENSG00000127838	protein_coding	PNKD
5595	chr2	218274197	218292586	-	chr2:218292586	chr2:218274197-218292586	ENSG00000135926	protein_coding	TMBIM1
5596	chr2	218326889	218357966	-	chr2:218357966	chr2:218326889-218357966	ENSG00000237281	lncRNA	CATIP-AS2
5597	chr2	218356857	218368099	+	chr2:218356857	chr2:218356857-218368099	ENSG00000158428	protein_coding	CATIP
5598	chr2	218366665	218367835	-	chr2:218367835	chr2:218366665-218367835	ENSG00000225062	lncRNA	CATIP-AS1
5599	chr2	218382029	218396894	+	chr2:218382029	chr2:218382029-218396894	ENSG00000018280	protein_coding	SLC11A1
5600	chr2	218398256	218405941	+	chr2:218398256	chr2:218398256-218405941	ENSG00000144579	protein_coding	CTDSP1
